1527554066,101.09
1527554080,101.09
1527554095,101.09
1527554115,101.41
1527554132,101.41
1527554149,101.41
1527554166,101.41
1527554184,101.24
1527554201,101.24
1527554219,101.24
1527554237,103.65
1527554254,103.65
1527554271,103.65
1527554289,103.65
1527554306,104.93
1527554322,104.93
1527554339,104.93
1527554356,104.31
1527554373,104.31
1527554390,104.31
1527554448,105.74
1527554511,103.85
1527554570,104.42
1527554629,107.19
1527554686,97.81
1527554741,101.04
1527554796,106.46
1527554854,106.21
1527554899,105.75
1527554947,105.75
1527555003,105.24
1527555052,104.72
1527555110,104.38
1527555162,103.62
1527555211,102.88
1527555251,102.6
1527555303,102.6
1527555354,101.57
1527555405,103.17
1527555457,102.11
1527555507,101.29
1527555560,101.58
1527555607,101.58
1527555659,100.5
1527555709,100.26
1527555760,99.89
1527555811,99.37
1527555868,98.52
1527555926,98.04
1527555975,98.01
1527556030,98.24
1527556089,98.24
1527556139,98.39
1527556189,98.12
1527556241,97.61
1527556294,96.85
1527556347,96.06
1527556398,95.33
1527556445,95.33
1527556471,96.52
1527556489,96.52
1527556508,96.52
1527556524,96.43
1527556539,96.43
1527556555,96.43
1527556571,96.43
1527556586,96.51
1527556602,96.51
1527556619,96.51
1527556636,96.51
1527556653,96.51
1527556669,96.51
1527556685,96.51
1527556702,95.95
1527556718,95.95
1527556734,95.95
1527556749,95.45
1527556766,95.45
1527556783,95.45
1527556798,95.45
1527556813,96.38
1527556827,96.38
1527556842,96.38
1527556857,96.38
1527556872,95.65
1527556886,95.65
1527556902,95.65
1527556917,95.65
1527556932,94.36
1527556947,94.36
1527556961,94.36
1527556976,94.36
1527556991,93.9
1527557006,93.9
1527557023,93.9
1527557037,93.9
1527557053,94.58
1527557068,94.58
1527557084,94.58
1527557100,94.58
1527557117,93.95
1527557133,93.95
1527557149,93.95
1527557164,93.95
1527557179,91.59
1527557194,91.59
1527557208,91.59
1527557223,91.59
1527557238,90.98
1527557253,90.98
1527557268,90.98
1527557284,90.98
1527557300,90.45
1527557315,90.45
1527557330,90.45
1527557345,90.45
1527557360,89.7
1527557376,89.7
1527557392,89.7
1527557408,89.7
1527557424,91.41
1527557439,91.41
1527557454,91.41
1527557470,90.32
1527557485,90.32
1527557501,90.32
1527557516,90.32
1527557532,89.64
1527557548,89.64
1527557565,89.64
1527557581,89.64
1527557598,90.36
1527557617,90.36
1527557633,90.36
1527557648,90.36
1527557663,89.14
1527557678,89.14
1527557694,89.14
1527557710,89.14
1527557725,89.03
1527557740,89.03
1527557755,89.03
1527557771,88.88
1527557787,88.88
1527557802,88.88
1527557817,88.88
1527557832,88.5
1527557847,88.5
1527557863,88.5
1527557880,88.5
